FIPS,poverty_rate,median_age,COPD_CrudePrev,COPD_AdjPrev,CSMOKING_CrudePrev,ozone_mean,pm25_mean
08041,0.08533097115285043,35,5.2,5,10.7,0.048262625,4.651754
08045,0.0907170231583085,37.2,5.8,5.3,12.2,0.047331541666666664,4.4502468
08047,0.09984506799793424,48.7,6.1,4.8,11.4,0.051193,NA
08049,0.0901015228426396,45.5,6.2,5.1,11.8,0.04949275,NA
08051,0.13083013732525053,37,4.6,4.6,9.6,0.050134625,NA
08059,0.06702887459570843,40.4,5,4.4,9.9,0.05134075,NA
08067,0.12449318098046443,42.3,6.2,5.2,11.7,0.05091025,NA
08069,0.11093363488585765,36.6,5.2,4.8,9.6,0.04931878125,5.841838777777778
08077,0.11169893539296524,40.8,7,5.8,12.7,0.04970575,5.685832222222222
08083,0.1319930407887106,44.5,8.3,6.3,14.7,0.04753875,NA
08093,0.07196043881089069,51.7,6.5,4.8,11.3,0.05315275,NA
08101,0.1542073434388341,40.4,7.2,6.1,13.9,0.04886875,5.123648111111112
08113,0.08414481897627965,42.7,5.3,4.5,9.8,0.04991025,3.838817222222222
08123,0.09046413098402466,35.2,5.5,5.3,12.7,0.04708325,7.409187166666667
10001,0.11288047100644301,38.5,7.6,6.6,13.5,0.04471775,6.705891833333333
10003,0.1020354277954801,39.2,6,5.3,11.6,0.042144562499999996,6.99917763768116
10005,0.115000449923513,51.4,9.1,6.3,14,0.043340625,6.058248444444444
11001,0.14530603172839163,34.9,4,4.2,9.4,0.04269775,6.803995104895105
12001,0.19663919552396794,32.2,6,6.3,11.2,0.0359095,6.220036388888889
12003,0.1305591987599857,38.1,8.3,7.5,16.6,0.03648525,NA
12005,0.11669852088085776,41.4,7.9,6.7,14.6,0.038706500000000005,NA
12009,0.0989520742985527,46.8,7.8,5.9,12.5,0.039710999999999996,5.048419555555556
12011,0.12232563109555886,41.3,6.3,5.3,11.8,0.0364695625,6.127837016129032
12021,0.10453238459374707,53.1,8,5.3,10.3,0.0367195,NA
12023,0.17022404677866482,40.7,10.1,8.4,18.2,0.0386345,NA
12031,0.14619397748421148,36.7,7,6.5,13.9,0.03890741666666667,7.443664999999999
12033,0.14490203288333245,38.1,7.8,6.9,14.2,0.040730625,7.072827777777778
12035,0.09420115595432571,52.6,8.6,6,12.2,0.038426,NA
12055,0.15392673232432008,54.2,11,7.3,14.3,0.039243,NA
12057,0.13195051607844638,37.8,6,5.6,12.1,0.041421125,7.461346730769231
12059,0.14393939393939395,42.4,10.9,9,19.2,0.037852750000000004,NA
12061,0.11441476971616608,55,8.8,5.8,11.5,0.040809,NA
12069,0.09457729738515613,46.7,8,6,12.3,0.04012975,NA
12071,0.11727995674661795,49.3,8.2,5.9,11.9,0.0390125,6.430706722222222
12073,0.18530283549245657,31.9,5.9,6.1,11.3,0.037942750000000004,7.4283155
12077,0.20809808033553798,39.1,10,9.1,19.3,0.036836,NA
12081,0.10400661889060579,49.4,8.3,6,12.4,0.039113583333333334,NA
12083,0.1457753827052872,48.2,9.8,7.2,14.8,0.038912125,NA
12085,0.11355568160814782,53.2,8.5,5.8,11.4,0.03716875,6.951881444444444
12086,0.14932170150631757,40.8,5.3,4.7,11.3,0.03664925,7.733900705882353
12091,0.09283461018476791,37.3,6.6,5.9,12.8,0.040459,NA
12095,0.13045405267293633,36.4,5.5,5.4,11.9,0.04201175,6.514191814814815
12097,0.12454207006637816,37,5.5,5.2,11.8,0.04190225,6.654339411764706
12099,0.11080895238570809,45.4,7.1,5.4,11.2,0.035177,6.458561333333333
12101,0.11096565943293367,43.7,7.8,6.3,13.5,0.0396145,NA
12103,0.11441274404323994,48.9,8.1,6.1,12.2,0.040128250000000004,6.878651476190476
12105,0.14713802723026398,39.6,8,6.9,14.4,0.0388395,NA
12111,0.11643789618754799,45.3,8.3,6.4,13.5,0.0378475,NA
12113,0.08442102805721804,40,6.8,5.9,13.4,0.0408925,NA
12115,0.08193488059626969,57.3,8.4,5.5,10.5,0.03966491666666667,6.305388
12117,0.09207692373177148,39.8,5.6,5,10.8,0.04107525,6.4071559411764705
12127,0.1224289592760181,46.6,8.4,6.4,13.7,0.0402215,6.956588333333333
12129,0.055860951352038384,42.5,7.8,6.7,15.3,0.0362645,NA
13021,0.24834545007083803,36.6,8.4,7.5,16.8,0.037865499999999996,9.477737846153847
13051,0.1434835430310986,37.1,6.4,5.8,13.3,0.0392765,8.512637117647058
13059,0.2585316191565981,29.4,5.8,6.7,12.3,0.04148275,8.433516722222222
13067,0.08545102597969813,37.4,4.8,4.5,10.4,0.03941375,5.79943
13085,0.09228182041130925,43.9,6.8,5.7,12.6,0.039145,NA
13089,0.1351555453560545,36.3,5.2,4.9,11.5,0.036782999999999996,8.19506908
13097,0.11264188245703778,36.8,5.8,5.5,13.7,0.04290625,NA
13121,0.12889959693889347,36.2,4.5,4.4,9.9,0.04622475,8.959590130434783
13127,0.16338533261610186,43.3,8.2,6.5,14.4,0.0383155,7.536810764705883
13135,0.10479283695059825,35.9,5,4.9,11.7,0.0430285,8.172577
13151,0.0940453008096751,37,5.5,5.2,12.9,0.04128125,NA
13213,0.1304489672999222,39.3,8.4,7.4,17,0.04265225,NA
13215,0.18843391418418684,35.1,7.1,6.6,15.1,0.03986475,9.470594307692307
13231,0.09557133904324211,39.9,7.1,6.2,14.9,0.04478675,NA
13245,0.21135405461895707,35,7.5,7,16.2,0.039262000000000005,10.014598846153845
13247,0.10733211292031988,39.2,6.8,5.9,14.1,0.04019175,NA
15003,0.0913087644404963,39.4,4.7,4.1,9.8,0.02690525,4.113218744186047
16001,0.08529308316454622,38.3,5.3,4.8,10.4,0.047769,5.270151
16005,0.12179494688016118,35,6.6,6.2,12.9,0.042096,NA
16023,0.21338912133891214,39.2,11.8,9,17.3,0.05051175,NA
16049,0.10813911363361912,49.6,9.1,6.5,13.1,0.04244275,NA
17001,0.12257231892725613,41.1,8.1,6.6,14.4,0.0414145,NA
17019,0.18001210060190062,30.9,5.6,6,11.1,0.041762375,7.1722445769230765
17023,0.0948545563469347,42,8.3,6.7,14.9,0.04263725,NA
17031,0.13339116973068246,37.8,5.7,5.2,11.1,0.04362605,8.658802303370786
17043,0.06437627928132818,40,5,4.3,9.5,0.04349125,9.100464666666667
17049,0.10644488200546624,39.5,7.7,6.4,14.1,0.03938075,NA
17065,0.1254439370877727,43.5,10.1,8,17,0.044866249999999996,7.604943444444444
17083,0.09968051118210862,43.2,7.9,6.4,14,0.0474045,6.761685333333333
17085,0.0804460007371913,50.9,8.6,6.1,13,0.04158075,NA
17089,0.08252282554579418,38.6,5.7,5,11,0.04706225,8.865435555555555
17097,0.08069735534161554,38.9,5.4,4.7,10.4,0.04438225,NA
17111,0.06069525895112744,40.4,5.9,5,11.5,0.046496499999999996,8.256308555555556
17113,0.12995181930073044,34.2,5.6,5.5,11.2,0.04623275,8.014196
17115,0.14649752014567258,40.9,8.5,7,15,0.0451035,8.31087288888889
17117,0.1439446207626144,44.3,9.1,7.2,15.9,0.044234499999999996,NA
17119,0.11290167237480304,40.2,7.2,6.2,13.3,0.04520416666666666,8.913490357142857
17143,0.15425632233176167,38.1,7.5,6.5,13.8,0.04415025,9.295895111111111
17157,0.12252153197727689,43,8.9,7.3,16.3,0.0448365,7.867457
17161,0.15408941886442104,40.3,8.1,6.7,14.5,0.0433195,8.442911666666665
17163,0.13555057908252177,39.5,7.2,6.2,14.2,0.041583499999999995,9.165515611111111
17167,0.1290191162644939,40.8,7.3,6.1,13.2,0.04397175,7.911394888888889
17197,0.069607833183703,38.9,5.6,5,11.6,0.044172249999999996,8.6230515
17201,0.16017436966512286,39.7,8.3,7,15.5,0.043188000000000004,8.697548555555557
18003,0.12198983985071228,36.2,7.6,6.9,14.4,0.0444145,8.934630222222223
18005,0.12003229239293971,37.7,7.6,6.7,14.8,0.04457675,6.863004
18011,0.05141821729737264,38.3,5.9,5.2,11.6,0.04514975,NA
18013,0.0862158987077405,50.9,9.5,6.9,15.9,0.04215075,NA
18015,0.08394304923867905,42.9,9.5,7.7,17.5,0.044355,NA
18019,0.092825679126618793,39.8,8.1,7.1,16.4,0.043998666666666665,8.466753
18035,0.19921231170224998,35.7,9.1,8.7,16.8,0.04484125,7.960054588235294
18039,0.12541038394243811,35.5,8.8,7.9,17,0.04232425,9.259419444444443
18043,0.09986434575351497,40.1,7.8,6.8,14.9,0.04617175,7.45936784
18055,0.1328073850988608,43.1,10.5,8.6,19.4,0.04420525,7.068205411764706
18057,0.04349751374281129,38,4.7,4.3,9.5,0.0444275,8.259808411764705
18063,0.049965119337610504,38.6,6.1,5.5,12.8,0.04425975,NA
18067,0.12526624554228893,41,9.4,7.8,17.9,0.045873250000000004,7.034006222222222
18083,0.1339145139658289,39.1,9.3,8.1,17.5,0.04555775,NA
18089,0.14605305857536913,39.6,8.4,7.2,17,0.04405925,9.638128589743589
18091,0.14011177659939725,40.8,9.2,7.7,17.6,0.04410175,8.314233235294118
18095,0.12904205738222574,40.8,9.2,7.8,18.5,0.043625000000000004,7.5802338888888885
18097,0.15123951080304693,34.3,7.3,7.1,15,0.041193625,9.806047777777778
18123,0.1283635750800517,41.1,9.2,7.8,18.3,0.04457625,NA
18127,0.09224135402305594,40.6,7.4,6.4,14.5,0.044538208333333336,8.806894666666667
18129,0.09851263654318997,43.1,8.5,6.8,15.3,0.04511575,NA
18141,0.14584932011418397,36.7,7.8,7.1,14.9,0.043908,8.05276384
18145,0.11507945477971926,41.2,9.2,7.7,17.9,0.04420075,NA
18163,0.14364866575377144,38.9,8.6,7.6,16.2,0.04424425,8.079122428571429
18167,0.20028800908648386,36.4,9.5,8.9,17.6,0.043852125,8.879872
18169,0.10745245845468562,42.6,9.7,7.8,16.8,0.04380275,NA
18173,0.06375047187617969,41.3,6.8,5.7,13,0.045757,NA
19017,0.0748284915727958,38.6,6.3,5.4,13.2,0.042807,NA
19045,0.13137367238112027,42.5,8.5,6.9,16.9,0.04602175,8.129303970588236
19085,0.07503477051460361,41.9,7.8,6.2,15.8,0.044382,NA
19113,0.09857660132351105,38.5,6.5,5.7,13.5,0.0443278125,7.974093470588235
19137,0.11959768970324637,43.8,8.6,6.8,16.5,0.042399125,6.540496
19147,0.1171792772775114,41.5,7.8,6.2,15.1,0.043613375,7.044167
19153,0.10061167148595856,36.2,5.8,5.5,13.3,0.0413555,7.1752675974025975
19163,0.11645805936501973,39,6.7,5.8,14,0.0422549375,7.706847071428571
19177,0.1222206684379807,44.8,9.8,7.6,18.5,0.041445499999999996,6.916393
19193,0.1333572759745302,36.2,7.3,6.6,16.1,0.042912375,7.526271
20045,0.15204204690678041,31.3,5.3,5.7,11.6,0.0440225,NA
20091,0.05334296953918678,38.3,4.6,4.1,9.7,0.04359925,8.305244333333333
20103,0.08640520166826413,38.3,6,5.4,13.6,0.042702,NA
20133,0.15404871626069783,40.3,8.9,7.3,16.6,0.043701,8.601761111111111
20173,0.14042854956182077,35.9,7.1,6.4,15.1,0.045126,9.384353777777777
20177,0.12368945000057543,39.6,7.4,6.2,15.2,0.04506825,8.661829444444445
20191,0.107548032936871,41.2,8.3,6.8,16.8,0.04485375,8.279077222222222
20195,0.055103550295857985,47.7,7.8,5.7,13.9,0.04589575,6.0003472222222225
20209,0.1750016627667229,34.2,7.4,7,17.6,0.0404505,8.617554529411764
22005,0.10335824113786587,36.4,6.6,6.1,15.4,0.037936,NA
22015,0.1642004697768955,36.2,7.6,6.9,16.1,0.0442385,NA
22017,0.22296245290714758,39.2,9.4,8,18.2,0.0423905,8.799349
22019,0.17818137612448334,37.2,8.1,7.2,17.1,0.038021,7.828608147058824
22033,0.18555831220241895,34.2,6.8,6.6,14,0.039689,8.954978559999999
22047,0.1554660656888462,40.3,8.9,7.8,18.9,0.040419625,8.005405
22051,0.16280783410245708,39.9,7.7,6.5,14.9,0.0422205,7.635281382352941
22055,0.1742384284735345,36.4,7.2,6.7,16,0.03941725,7.629167
22057,0.1799025488052144,39,9.5,8.3,19.1,0.036114,NA
22063,0.13129520098185374,36.4,7.8,7.2,17.1,0.0392935,NA
22073,0.24038511613373606,36.6,8.8,8,17.9,0.0412465,7.9126974117647055
22077,0.17785467128027682,43.2,10.2,8.1,18.5,0.039467249999999995,NA
22087,0.22613856865654605,35.8,9.1,8.5,20.2,0.04305375,7.317542470588235
22093,0.10486872291613561,40.8,8.3,6.8,16.5,0.03783,NA
22095,0.1258067670643458,38.5,7.8,6.8,16.7,0.039211,NA
22099,0.16562591758833317,39.7,9.7,8.3,19.7,0.0406645,NA
22103,0.12184055813673748,40.4,7.2,6.1,14.5,0.04250475,NA
22121,0.15974725887381527,36.6,7.2,6.6,16.2,0.038566,8.876791933333333
23001,0.1298329531918037,40.8,8.9,7.6,16.3,0.03673125,5.531383730769231
23003,0.14430763576219793,48.4,11,8.3,17.9,0.02934475,5.3381746136363635
23005,0.07062859993191936,42.1,6.1,5.1,10.9,0.0377275,7.274833653846154
23009,0.10224384177898067,49.1,8.3,6.2,13.3,0.038675,3.85266296
23011,0.12318542414167681,44,8.9,7.3,15.4,0.0363635,5.671059888888889
23013,0.08758377244589963,49.2,8.6,6.3,13.6,0.03626825,NA
23017,0.14182763100909485,48.3,10.7,8.2,17.8,0.03485575,7.664182333333333
23019,0.13547312517918822,42.5,8.6,7.3,15.6,0.0377025,5.426895
23023,0.11142319544053884,47.3,8.1,6.2,13.9,0.03903475,NA
23029,0.17809168619426383,48.6,11.3,8.4,18.3,0.03567075,4.676379888888889
23031,0.07766164144601552,45.3,7.8,6.2,13.4,0.039025375,NA
24003,0.054870578017649156,39,5.2,4.6,10.6,0.044893,NA
24005,0.10011242494460089,39.5,6.5,5.6,11.1,0.04502725,7.11271294117647
24009,0.0402709016481279,40.5,5.9,5,11.1,0.042285,NA
24013,0.05316684359622524,41.3,5.9,5,10.9,0.042617,NA
24015,0.10889154588667581,40.8,7.7,6.6,15.3,0.044631000000000004,5.819710888888889
24017,0.06617677808644741,38.8,5.5,5,11.5,0.0414695,NA
24019,0.1625447192409395,43.9,9.9,7.7,16.1,0.04326725,5.494127888888889
24021,0.06293272820862303,38.9,5.1,4.6,9.2,0.044929,NA
24023,0.10968732153055397,48.1,9.3,7.1,14.2,0.04123975,5.732732555555556
24025,0.07001322016362348,40.5,6.1,5.2,10.9,0.044327000000000005,6.724544444444445
24029,0.0954361510791367,48.4,8.1,6.1,11.9,0.04354275,5.4988703333333335
24031,0.07076990576475525,40.1,4.5,3.8,7.2,0.0428625,5.7772353333333335
24033,0.10229375541776094,38.5,5.5,5,10.5,0.04274175,5.64682304
24043,0.12455327777137316,41,8.4,7.2,15.1,0.04473875,6.169147666666667
24510,0.20082428480907,36.1,7.3,6.9,15.8,0.04532275,7.244535176470588
25001,0.07433082911690105,55.1,7.3,4.9,10.5,0.04149,NA
25003,0.10994128200946011,47.8,7.7,5.9,12.7,0.0427605,6.305387
25005,0.11645687827085076,40.9,7.6,6.5,15.8,0.043187500000000004,5.421120222222222
25007,0.05379283413062579,50.4,6.8,4.9,10.8,0.040181,NA
25009,0.09378114826479293,41.1,6.3,5.3,11.4,0.042347125,5.407309
25011,0.12157411905918665,47.3,7.7,6,12.8,0.03915025,6.80283194117647
25013,0.15714625055222187,39.8,7.7,6.7,14.8,0.0436045,6.4982555
25015,0.1089992758014218,38.7,5.6,5.2,9.7,0.04223925,4.970753
25017,0.07516098290864721,38.9,4.6,4.1,9.1,0.041171250000000006,5.680463740740741
25021,0.06628655601975898,40.9,4.9,4.2,9.2,0.044159625,5.347995444444445
25023,0.07088959377485601,42.9,6.4,5.3,11.9,0.04173575,5.924660555555556
25025,0.16456921195630167,33.8,5.1,5.3,11.1,0.034485749999999996,6.271207333333334
25027,0.10332579761638618,40.3,6.3,5.5,12.3,0.041812625,5.651760277777778
26005,0.09333956375894928,40.8,8.2,6.8,14.8,0.04860275,8.951149444444445
26019,0.1017516456543568,50.6,9,6.5,13.5,0.040008249999999995,NA
26021,0.1515089140466784,42.6,9.2,7.4,15,0.046621749999999997,NA
26027,0.1319110694330481,45.5,9.7,7.6,16.3,0.045154,NA
26037,0.09356248327876371,41.8,7.3,6.1,12.9,0.04266775,NA
26049,0.1594078029549741,40.6,9.5,8,17,0.042941875000000004,6.3986984705882355
26063,0.12155429015141711,49.4,10.8,7.9,16.6,0.0420945,NA
26065,0.16384037732568907,33.3,6.5,6.7,13,0.03868975,7.905707555555556
26077,0.13253268147518332,34.9,6.9,6.6,12.9,0.045366000000000004,8.48205494117647
26081,0.10565515667125257,35.7,6.4,6,13,0.04173625,9.387885307692308
26091,0.11614173228346457,42.2,8.8,7.2,15.5,0.0449405,7.978670222222222
26099,0.09817367091111727,41.1,8.2,6.9,15.2,0.044449375,7.876332
26101,0.1177282999916297,50.3,10.2,7.6,15.6,0.04248125,6.6791128888888895
26105,0.14617732759816846,47.2,10.1,7.6,15.7,0.04099875,NA
26113,0.10750116271344097,42.7,10.3,8.1,17.3,0.039718,5.321882333333334
26121,0.12598931743736536,39.9,9.1,7.8,17.1,0.044180083333333335,NA
26125,0.07693796589437044,41.2,5.9,5,10.8,0.04525975,8.237890666666667
26139,0.08156964656964658,36.3,6.4,5.8,11.4,0.04634075,7.554545444444445
26147,0.10987816591678884,44.3,9.2,7.4,16.3,0.044408583333333335,7.967205333333333
26153,0.14787407500313557,52.1,11.9,8.5,18.1,0.04020625,6.635667222222223
26157,0.12630292848688482,44.6,10.2,8.1,17.3,0.04234825,NA
26161,0.13842958634123984,34.8,5.4,5.3,9.8,0.043897125,7.818565277777777
26163,0.20119497511085738,37.8,9.2,8.1,16.9,0.04138575,9.045080238095238
26165,0.12925619834710744,42.2,10.2,8.3,17.4,0.0418155,NA
27003,0.06646246569918668,38.8,5.2,4.6,13.6,0.038113875,8.525982764705882
27005,0.11002749240341485,43.2,7.2,5.6,15.4,0.039515,9.021527444444445
27007,0.15957111321349732,35.1,6.9,6.3,17.5,0.03944925,8.479166222222222
27013,0.16279282159002695,31.5,5.4,5.6,13.5,0.041279750000000004,10.110205916666667
27017,0.1111432204369437,41.7,6.4,5.4,16.2,0.03792225,7.351637111111112
27035,0.09670682244687935,45.4,6.9,5.2,14.8,0.040606249999999997,7.759775777777778
27049,0.09264828203979782,42.3,6.4,5.1,14.7,0.0428585,NA
27053,0.10006751229630914,37.4,4.4,4,11.1,0.03774325,9.517107218390805
27075,0.08331778316850158,49.6,7.4,5.4,15.1,0.0389725,6.796275777777778
27083,0.12456971611387843,37.3,6.2,5.3,14.7,0.04169425,7.717933444444444
27095,0.10541267376235748,41.2,7.1,5.9,17.5,0.0373665,NA
27109,0.07920705724039971,37.8,4.7,4.2,11.2,0.04008075,8.828535555555556
27137,0.1339111334448871,41.3,6.5,5.5,15.2,0.03907025,9.257913037037037
27139,0.04123151861705648,37.3,4.3,4,12.2,0.0410595,8.620566444444444
27145,0.12156018812263293,35,5.8,5.4,14,0.040705000000000005,7.818688888888889
27163,0.05012005917467681,39.9,4.5,3.8,10.9,0.0378965,NA
27171,0.049453637215110834,37.4,4.9,4.4,12.8,0.044545,8.002162555555556
28011,0.33712134791181214,36.6,10.7,9.4,19.8,0.0445525,7.516957
28033,0.09955055460067684,37,6.2,5.8,13.9,0.043749750000000004,7.791120555555556
28045,0.13333771727932311,45.7,8.8,6.9,15.7,0.04284575,7.655460111111111
28047,0.17444034416264523,38.1,8,7,16.3,0.0445555,7.524699259259259
28049,0.21619458963692262,36.6,7.7,7,15.9,0.040893625,8.970219322580645
28059,0.14132393043161282,39.7,7.7,6.7,15.4,0.0445625,7.557384962962963
28075,0.2505922190411138,39.5,9.7,8.2,18.5,0.0390345,NA
28081,0.13794283758343318,37.7,7.3,6.6,15.4,0.04137175,NA
28161,0.22732878401710105,42.4,11.4,9.2,20.7,0.0400405,NA
29003,0.07380404912792328,42.1,8.1,6.5,15.4,0.04368225,NA
29019,0.17145096168588903,32.2,6,6.3,12.2,0.0409375,NA
29027,0.11471272816366532,39.3,8.4,7.3,16.7,0.0439275,NA
29037,0.0646170072999454,40.1,7.3,6.2,14.9,0.044210374999999996,6.307599555555556
29039,0.1698882406691502,44.5,12.2,9.5,20.3,0.0419335,6.187602666666667
29047,0.08489520673716204,37.6,6.4,5.8,14.2,0.04526975,6.199175777777778
29049,0.12768007708985787,42.1,8.6,7.1,17,0.04489525,NA
29077,0.14354119692249437,36.4,7.8,7.3,15.4,0.0449396875,7.477971833333333
29097,0.1835378238684215,36.6,9.2,8.4,18.5,0.045049125,NA
29099,0.08550654515915679,40.2,7.9,6.8,16.5,0.044436250000000004,7.070069111111112
29113,0.10651219592698948,37.5,7.9,7.1,17.6,0.045114125,NA
29137,0.1596806387225549,45.8,11.4,8.6,19.3,0.042666375,NA
29157,0.1101438304314913,41.6,9.2,7.5,17.5,0.044639125,NA
29183,0.046956202186538606,39.6,5.8,5.1,12.2,0.0476170625,NA
29186,0.0791044776119403,43.2,9.1,7.3,17.1,0.044346250000000004,NA
29189,0.09591286975839816,40.2,6.5,5.5,13.2,0.0445341875,7.154135153846154
29510,0.19761104758553963,36.6,7.4,7,16.5,0.04019375,9.081276517647058
30017,0.1167274622199062,42.6,7.4,6.2,14.5,0.04489725,5.890542
30027,0.14925240299038803,45.3,8.5,6.5,14.6,0.045901,4.523743666666666
30029,0.09572375474283797,42.1,7,5.7,12.8,0.04064925,7.395470444444444
30049,0.08716832795170575,41.3,6.3,5.2,12,0.04274825,5.366279117647059
30063,0.109275426696964,37,5.4,5.2,11.5,0.03961125,5.444265611111112
30083,0.0714854463416792,38,6.4,5.5,13.8,0.043842,7.008851
30111,0.10229189585625229,38.7,6.4,5.6,13.9,0.0447175,5.720070555555555
31055,0.11246619309424834,35.5,5.6,5.2,13.4,0.040814,6.646475192307692
31079,0.11751767734367363,36,6.9,6.1,14.6,0.042007749999999996,5.8818121111111115
31107,0.13185873151655872,44.5,9,6.7,16,0.044173000000000004,NA
31109,0.11680917185965252,34.3,5.5,5.3,11.7,0.040412250000000004,7.0138964999999995
31165,0.11445279866332497,41.5,10.6,7.6,16.8,0.048181,NA
32001,0.09139828126254919,39.8,8.2,6.9,16.1,0.04385075,NA
32003,0.1320819368165142,38.3,6.9,6.3,14.8,0.04985955,5.792438062893082
32007,0.11027033162444903,35.4,7.3,6.9,17.1,0.0486225,NA
32019,0.1100920468843123,42.9,8.5,6.8,15.9,0.0447025,NA
32031,0.10685089828392169,38.9,6.7,5.8,12.6,0.04664360714285714,5.817048795454546
32033,0.08385430823593368,41.7,9.1,7.4,17.5,0.04961075,NA
32510,0.11095160335205556,42.1,7.8,6.4,14.4,0.0444595,4.301582
33001,0.08761730228443236,48.3,7.5,5.7,12.2,0.038294875,4.426578777777778
33005,0.08943713099820551,43.5,7.1,5.7,11.9,0.03990525,6.628474117647059
33007,0.12856948599401685,49.9,9.5,7.1,15.2,0.043388125,NA
33009,0.10125158205596962,44,6.4,5.3,10.5,0.0371285,6.002187444444445
33011,0.06510219167298664,41,5.7,4.9,10.7,0.040503375,4.28409194117647
33013,0.0709465119863817,42.6,6.4,5.3,10.6,0.0397545,NA
33015,0.04774125516527285,44.8,5.7,4.6,9.9,0.03840075,5.170256884615385
34001,0.1310657950514268,42.2,6.5,5.3,12.9,0.038754250000000004,5.5793223888888885
34003,0.06718557620786332,42.1,4.4,3.6,8.4,0.04272875,7.1191101111111115
34007,0.12152846168997439,38.8,5.7,5,13.1,0.042833375,7.224963111111111
34011,0.16252091389376783,37.6,7.4,6.6,16.5,0.04249625,7.038433444444444
34015,0.07598049891939888,40.1,5.4,4.7,11.9,0.044340000000000004,6.464433777777778
34017,0.14801935396521132,35.8,4.1,4.2,10.6,0.040286999999999996,6.916223555555556
34019,0.03848119579490324,46.2,4.9,3.8,8.8,0.0430135,7.5219553333333335
34021,0.11073541611339113,39.2,4.9,4.4,10.5,0.044780375,6.9600866111111115
34023,0.08499631688207326,39.4,4.4,3.9,10,0.041174249999999996,6.083638333333333
34025,0.06427405687025296,43.2,5,4,9.7,0.042285,NA
34027,0.05086991290924499,42.7,4.2,3.5,8.4,0.04478525,6.064121555555555
34029,0.10414067020062236,41.4,6.8,5.3,13.3,0.04373275,6.418704222222222
34031,0.1367171887367654,38.1,5.8,5.2,12.3,0.0434335,6.8339971111111115
34041,0.081246260757513,43.9,5.8,4.7,11.6,0.04124875,6.228426555555556
35001,0.1579446944255874,39.3,5.6,4.9,12,0.0467495,6.370662071428571
35003,0.21156481227733626,62.6,11.3,6.9,14.8,0.05159775,NA
35013,0.22213110956682883,34,6,5.5,12.1,0.0467893,11.976383661290322
35015,0.12445584705784987,35.9,5.9,5.5,13.3,0.052337,NA
35025,0.18650136571420484,32.5,6.3,6.3,14.8,0.04496675,8.231383333333333
35027,0.16023397660233976,52.7,8.5,5.7,12.6,0.05601275,NA
35039,0.20099584646949908,42.4,7,5.5,14.2,0.0478015,NA
35043,0.10031441534665286,41.1,5.6,4.6,11.2,0.0484575,NA
35045,0.2319420207569698,38,9.2,8.1,20.1,0.03870605,NA
35049,0.12495012591163293,48.5,6.3,4.5,10,0.04794925,4.649339555555556
35061,0.18444623791064127,39,6.6,5.6,13.5,0.047997,NA
36001,0.12918128440244475,38.3,5.7,5.2,10.5,0.040202,6.863190333333334
36005,0.2694714976944917,35.6,6.9,6.4,13.2,0.0430425,7.647584857142857
36013,0.17014579463830767,42.7,8.8,7.1,14.9,0.04348225,6.475862
36027,0.08260447724198494,42.6,5.9,4.9,11,0.04093475,NA
36029,0.14023568751179785,40.3,6.9,5.8,12.4,0.04345625,7.4467445423728815
36031,0.11804427728865716,49.5,8.3,6.2,13.5,0.043410875,4.628671882352942
36041,0.10015835312747427,57.2,9.4,6.3,13.4,0.039431,NA
36045,0.1339728477359564,33.2,6.9,6.6,13.9,0.040361,NA
36055,0.1305751378755181,39.5,6.3,5.4,11.6,0.0384085,6.553370088235294
36061,0.1583846859840042,38.9,4.4,4.1,8.2,0.042342500000000005,7.755220928571428
36063,0.1301766593741266,43.2,7.7,6.2,13.7,0.042279250000000004,NA
36067,0.13929739919412898,39.5,6.8,5.8,11.9,0.04042175,6.133143294117647
36075,0.165322903240144,40.6,8.3,7.1,15.7,0.03826775,NA
36079,0.0654177602347641,44.2,5.3,4.3,9.6,0.04013125,NA
36081,0.12249753546392532,40.4,5.4,4.6,10.9,0.0395645,7.270338205882353
36085,0.10898779915436436,40.4,6,5.2,12.1,0.043271500000000004,6.793137764705882
36087,0.15555156467471826,35.1,6.1,5.4,11.4,0.04273975,NA
36091,0.06734743704515958,43.4,5.8,4.7,10.6,0.0395415,NA
36101,0.1367369419874137,43.1,8.3,6.7,14.6,0.0401805,5.660696
36103,0.06375092413918271,41.7,5.4,4.5,9.6,0.0441960625,6.551002176470589
36109,0.15290930639426603,32.8,4.8,5,9,0.04154525,NA
36117,0.11270133150187207,43.6,7.7,6.2,13.9,0.03990875,NA
36119,0.08879149519468665,41.5,4.9,4.1,9.2,0.0437695,NA
37003,0.12066243793232112,43.8,9.2,7.5,16.8,0.04229075,NA
37011,0.10963388562266167,46.5,9.2,7.4,15.8,0.0401035,NA
37021,0.11774028610565004,42.4,6.9,5.8,12.3,0.040376749999999996,6.735505269230769
37027,0.12680872462128356,45.5,9.6,7.8,17,0.04038775,NA
37031,0.10044289078816786,50.1,8.1,5.9,12.7,0.04065125,NA
37033,0.157128680119087,46.2,9.5,7.5,16.9,0.04159475,NA
37051,0.17220636856198224,31.8,6.5,6.6,14.8,0.042077625,7.694335888888889
37063,0.12009288219126149,35.8,5.1,5,10.7,0.04247475,6.739130444444444
