FIPS,reason
29177,no ozone monitor
29179,no ozone monitor
29181,no ozone monitor
29185,no ozone monitor
29187,no ozone monitor
29195,no ozone monitor
29197,no ozone monitor
29199,no ozone monitor
29201,no ozone monitor
29203,no ozone monitor
29205,no ozone monitor
29207,no ozone monitor
29209,no ozone monitor
29211,no ozone monitor
29213,no ozone monitor
29215,no ozone monitor
29217,no ozone monitor
29219,no ozone monitor
29221,no ozone monitor
29223,no ozone monitor
29225,no ozone monitor
29227,no ozone monitor
29229,no ozone monitor
30001,no ozone monitor
30003,no ozone monitor
30005,no ozone monitor
30007,no ozone monitor
30009,no ozone monitor
30011,no ozone monitor
30013,no ozone monitor
30015,no ozone monitor
30019,no ozone monitor
30021,no ozone monitor
30023,no ozone monitor
30025,no ozone monitor
30031,no ozone monitor
30033,no ozone monitor
30035,no ozone monitor
30037,no ozone monitor
30039,no ozone monitor
30041,no ozone monitor
30043,no ozone monitor
30045,no ozone monitor
30047,no ozone monitor
30051,no ozone monitor
30053,no ozone monitor
30055,no ozone monitor
30057,no ozone monitor
30059,no ozone monitor
30061,no ozone monitor
30065,no ozone monitor
30067,no ozone monitor
30069,no ozone monitor
30071,no ozone monitor
30073,no ozone monitor
30075,no ozone monitor
30077,no ozone monitor
30079,no ozone monitor
30081,no ozone monitor
30085,no ozone monitor
30087,no ozone monitor
30089,no ozone monitor
30091,no ozone monitor
30093,no ozone monitor
30095,no ozone monitor
30097,no ozone monitor
30099,no ozone monitor
30101,no ozone monitor
30103,no ozone monitor
30105,no ozone monitor
30107,no ozone monitor
30109,no ozone monitor
31001,no ozone monitor
31003,no ozone monitor
31005,no ozone monitor
31007,no ozone monitor
31009,no ozone monitor
31011,no ozone monitor
31013,no ozone monitor
31015,no ozone monitor
31017,no ozone monitor
31019,no ozone monitor
31021,no ozone monitor
31023,no ozone monitor
31025,no ozone monitor
31027,no ozone monitor
31029,no ozone monitor
31031,no ozone monitor
31033,no ozone monitor
31035,no ozone monitor
31037,no ozone monitor
31039,no ozone monitor
31041,no ozone monitor
31043,no ozone monitor
31045,no ozone monitor
31047,no ozone monitor
31049,no ozone monitor
31051,no ozone monitor
31053,no ozone monitor
31057,no ozone monitor
31059,no ozone monitor
31061,no ozone monitor
31063,no ozone monitor
31065,no ozone monitor
31067,no ozone monitor
31069,no ozone monitor
31071,no ozone monitor
31073,no ozone monitor
31075,no ozone monitor
31077,no ozone monitor
31081,no ozone monitor
31083,no ozone monitor
31085,no ozone monitor
31087,no ozone monitor
31089,no ozone monitor
31091,no ozone monitor
31093,no ozone monitor
31095,no ozone monitor
31097,no ozone monitor
31099,no ozone monitor
31101,no ozone monitor
31103,no ozone monitor
31105,no ozone monitor
31111,no ozone monitor
31113,no ozone monitor
31115,no ozone monitor
31117,no ozone monitor
31119,no ozone monitor
31121,no ozone monitor
31123,no ozone monitor
31125,no ozone monitor
31127,no ozone monitor
31129,no ozone monitor
31131,no ozone monitor
31133,no ozone monitor
31135,no ozone monitor
31137,no ozone monitor
31139,no ozone monitor
31141,no ozone monitor
31143,no ozone monitor
31145,no ozone monitor
31147,no ozone monitor
31149,no ozone monitor
31151,no ozone monitor
31153,no ozone monitor
31155,no ozone monitor
31157,no ozone monitor
31159,no ozone monitor
31161,no ozone monitor
31163,no ozone monitor
31167,no ozone monitor
31169,no ozone monitor
31171,no ozone monitor
31173,no ozone monitor
31175,no ozone monitor
31177,no ozone monitor
31179,no ozone monitor
31181,no ozone monitor
31183,no ozone monitor
31185,no ozone monitor
32005,no ozone monitor
32009,no ozone monitor
32011,no ozone monitor
32013,no ozone monitor
32015,no ozone monitor
32017,no ozone monitor
32021,no ozone monitor
32023,no ozone monitor
32027,no ozone monitor
32029,no ozone monitor
33003,no ozone monitor
33017,no ozone monitor
33019,no ozone monitor
34005,no ozone monitor
34009,no ozone monitor
34013,no ozone monitor
34033,no ozone monitor
34035,no ozone monitor
34037,no ozone monitor
34039,no ozone monitor
35005,no ozone monitor
35006,no ozone monitor
35007,no ozone monitor
35009,no ozone monitor
35011,no ozone monitor
35017,no ozone monitor
35019,no ozone monitor
35021,no ozone monitor
35023,no ozone monitor
35028,no ozone monitor
35029,no ozone monitor
35031,no ozone monitor
35033,no ozone monitor
35035,no ozone monitor
35037,no ozone monitor
35041,no ozone monitor
35047,no ozone monitor
35051,no ozone monitor
35053,no ozone monitor
35055,no ozone monitor
35057,no ozone monitor
35059,no ozone monitor
36003,no ozone monitor
36007,no ozone monitor
36009,no ozone monitor
36011,no ozone monitor
36015,no ozone monitor
36017,no ozone monitor
36019,no ozone monitor
36021,no ozone monitor
36023,no ozone monitor
36025,no ozone monitor
36033,no ozone monitor
36035,no ozone monitor
36037,no ozone monitor
36039,no ozone monitor
36043,no ozone monitor
36047,no ozone monitor
36049,no ozone monitor
36051,no ozone monitor
36053,no ozone monitor
36057,no ozone monitor
36059,no ozone monitor
36065,no ozone monitor
36069,no ozone monitor
36071,no ozone monitor
36073,no ozone monitor
36077,no ozone monitor
36083,no ozone monitor
36089,no ozone monitor
36093,no ozone monitor
36095,no ozone monitor
36097,no ozone monitor
36099,no ozone monitor
36105,no ozone monitor
36107,no ozone monitor
36111,no ozone monitor
36113,no ozone monitor
36115,no ozone monitor
36121,no ozone monitor
36123,no ozone monitor
37001,no ozone monitor
37005,no ozone monitor
37007,no ozone monitor
37009,no ozone monitor
37013,no ozone monitor
37015,no ozone monitor
37017,no ozone monitor
37019,no ozone monitor
37023,no ozone monitor
37025,no ozone monitor
37029,no ozone monitor
37035,no ozone monitor
37037,no ozone monitor
37039,no ozone monitor
37041,no ozone monitor
37043,no ozone monitor
37045,no ozone monitor
37047,no ozone monitor
37049,no ozone monitor
37053,no ozone monitor
37055,no ozone monitor
37057,no ozone monitor
37059,no ozone monitor
37061,no ozone monitor
37069,no ozone monitor
37071,no ozone monitor
37073,no ozone monitor
37079,no ozone monitor
37083,no ozone monitor
37085,no ozone monitor
37089,no ozone monitor
37091,no ozone monitor
37093,no ozone monitor
37095,no ozone monitor
37097,no ozone monitor
37099,no ozone monitor
37103,no ozone monitor
37105,no ozone monitor
37111,no ozone monitor
37115,no ozone monitor
37121,no ozone monitor
37125,no ozone monitor
37127,no ozone monitor
37131,no ozone monitor
37133,no ozone monitor
37135,no ozone monitor
37137,no ozone monitor
37139,no ozone monitor
37141,no ozone monitor
37143,no ozone monitor
37149,no ozone monitor
37151,no ozone monitor
37153,no ozone monitor
37155,no ozone monitor
37161,no ozone monitor
37163,no ozone monitor
37165,no ozone monitor
37167,no ozone monitor
37169,no ozone monitor
37171,no ozone monitor
37175,no ozone monitor
37177,no ozone monitor
37181,no ozone monitor
37185,no ozone monitor
37187,no ozone monitor
37189,no ozone monitor
37191,no ozone monitor
37193,no ozone monitor
37195,no ozone monitor
37197,no ozone monitor
37199,no ozone monitor
38001,no ozone monitor
38003,no ozone monitor
38005,no ozone monitor
38009,no ozone monitor
38011,no ozone monitor
38019,no ozone monitor
38021,no ozone monitor
38023,no ozone monitor
38027,no ozone monitor
38029,no ozone monitor
38031,no ozone monitor
38033,no ozone monitor
38035,no ozone monitor
38037,no ozone monitor
38039,no ozone monitor
38041,no ozone monitor
38043,no ozone monitor
38045,no ozone monitor
38047,no ozone monitor
38049,no ozone monitor
38051,no ozone monitor
38055,no ozone monitor
38059,no ozone monitor
38061,no ozone monitor
38063,no ozone monitor
38067,no ozone monitor
38069,no ozone monitor
38071,no ozone monitor
38073,no ozone monitor
38075,no ozone monitor
38077,no ozone monitor
38079,no ozone monitor
38081,no ozone monitor
38083,no ozone monitor
38085,no ozone monitor
38087,no ozone monitor
38089,no ozone monitor
38091,no ozone monitor
38093,no ozone monitor
38095,no ozone monitor
38097,no ozone monitor
38099,no ozone monitor
38103,no ozone monitor
38105,no ozone monitor
39001,no ozone monitor
39005,no ozone monitor
39009,no ozone monitor
39011,no ozone monitor
39013,no ozone monitor
39015,no ozone monitor
39019,no ozone monitor
39021,no ozone monitor
39029,no ozone monitor
39031,no ozone monitor
39033,no ozone monitor
39037,no ozone monitor
39039,no ozone monitor
39043,no ozone monitor
39045,no ozone monitor
39047,no ozone monitor
39051,no ozone monitor
39053,no ozone monitor
39059,no ozone monitor
39063,no ozone monitor
39065,no ozone monitor
39067,no ozone monitor
39069,no ozone monitor
39071,no ozone monitor
39073,no ozone monitor
39075,no ozone monitor
39077,no ozone monitor
39079,no ozone monitor
39091,no ozone monitor
39101,no ozone monitor
39105,no ozone monitor
39107,no ozone monitor
39111,no ozone monitor
39115,no ozone monitor
39117,no ozone monitor
39119,no ozone monitor
39123,no ozone monitor
39125,no ozone monitor
39127,no ozone monitor
39129,no ozone monitor
39131,no ozone monitor
39137,no ozone monitor
39139,no ozone monitor
39141,no ozone monitor
39143,no ozone monitor
39145,no ozone monitor
39147,no ozone monitor
39149,no ozone monitor
39157,no ozone monitor
39159,no ozone monitor
39161,no ozone monitor
39163,no ozone monitor
39169,no ozone monitor
39171,no ozone monitor
39175,no ozone monitor
40003,no ozone monitor
40005,no ozone monitor
40007,no ozone monitor
40009,no ozone monitor
40011,no ozone monitor
40013,no ozone monitor
40015,no ozone monitor
40019,no ozone monitor
40021,no ozone monitor
40023,no ozone monitor
40025,no ozone monitor
40029,no ozone monitor
40033,no ozone monitor
40035,no ozone monitor
40039,no ozone monitor
40041,no ozone monitor
40045,no ozone monitor
40047,no ozone monitor
40049,no ozone monitor
40051,no ozone monitor
40053,no ozone monitor
40055,no ozone monitor
40057,no ozone monitor
40059,no ozone monitor
40061,no ozone monitor
40063,no ozone monitor
40065,no ozone monitor
40067,no ozone monitor
40069,no ozone monitor
40071,no ozone monitor
40073,no ozone monitor
40077,no ozone monitor
40079,no ozone monitor
40081,no ozone monitor
40083,no ozone monitor
40089,no ozone monitor
40091,no ozone monitor
40093,no ozone monitor
40095,no ozone monitor
40099,no ozone monitor
40101,no ozone monitor
40103,no ozone monitor
40105,no ozone monitor
40107,no ozone monitor
40111,no ozone monitor
40117,no ozone monitor
40119,no ozone monitor
40123,no ozone monitor
40125,no ozone monitor
40127,no ozone monitor
40129,no ozone monitor
40131,no ozone monitor
40133,no ozone monitor
40137,no ozone monitor
40139,no ozone monitor
40141,no ozone monitor
40145,no ozone monitor
40149,no ozone monitor
40151,no ozone monitor
40153,no ozone monitor
41001,no ozone monitor
41003,no ozone monitor
41007,no ozone monitor
41011,no ozone monitor
41013,no ozone monitor
41015,no ozone monitor
41017,no ozone monitor
41019,no ozone monitor
41021,no ozone monitor
41023,no ozone monitor
41025,no ozone monitor
41027,no ozone monitor
41031,no ozone monitor
41033,no ozone monitor
41035,no ozone monitor
41037,no ozone monitor
41041,no ozone monitor
41043,no ozone monitor
41045,no ozone monitor
41049,no ozone monitor
41053,no ozone monitor
41055,no ozone monitor
41057,no ozone monitor
41061,no ozone monitor
41063,no ozone monitor
41065,no ozone monitor
41069,no ozone monitor
41071,no ozone monitor
42001,"COPD prevalence suppressed (PLACES, small pop.)"
42003,"COPD prevalence suppressed (PLACES, small pop.)"
42005,"COPD prevalence suppressed (PLACES, small pop.)"
42007,"COPD prevalence suppressed (PLACES, small pop.)"
42009,no ozone monitor
42011,"COPD prevalence suppressed (PLACES, small pop.)"
42013,"COPD prevalence suppressed (PLACES, small pop.)"
42015,"COPD prevalence suppressed (PLACES, small pop.)"
42017,"COPD prevalence suppressed (PLACES, small pop.)"
42019,no ozone monitor
42021,"COPD prevalence suppressed (PLACES, small pop.)"
42023,no ozone monitor
42025,no ozone monitor
42027,"COPD prevalence suppressed (PLACES, small pop.)"
42029,"COPD prevalence suppressed (PLACES, small pop.)"
42031,no ozone monitor
42033,no ozone monitor
42035,no ozone monitor
42037,no ozone monitor
42039,no ozone monitor
42041,no ozone monitor
42043,"COPD prevalence suppressed (PLACES, small pop.)"
42045,"COPD prevalence suppressed (PLACES, small pop.)"
42047,"COPD prevalence suppressed (PLACES, small pop.)"
42049,"COPD prevalence suppressed (PLACES, small pop.)"
42051,"COPD prevalence suppressed (PLACES, small pop.)"
42053,no ozone monitor
42055,"COPD prevalence suppressed (PLACES, small pop.)"
42057,no ozone monitor
42059,"COPD prevalence suppressed (PLACES, small pop.)"
42061,no ozone monitor
42063,"COPD prevalence suppressed (PLACES, small pop.)"
42065,no ozone monitor
42067,no ozone monitor
42069,"COPD prevalence suppressed (PLACES, small pop.)"
42071,"COPD prevalence suppressed (PLACES, small pop.)"
42073,no ozone monitor
42075,"COPD prevalence suppressed (PLACES, small pop.)"
42077,"COPD prevalence suppressed (PLACES, small pop.)"
42079,no ozone monitor
42081,"COPD prevalence suppressed (PLACES, small pop.)"
42083,no ozone monitor
42085,"COPD prevalence suppressed (PLACES, small pop.)"
42087,no ozone monitor
42089,"COPD prevalence suppressed (PLACES, small pop.)"
42091,"COPD prevalence suppressed (PLACES, small pop.)"
42093,no ozone monitor
42095,"COPD prevalence suppressed (PLACES, small pop.)"
42097,no ozone monitor
42099,no ozone monitor
42101,"COPD prevalence suppressed (PLACES, small pop.)"
42103,no ozone monitor
42105,no ozone monitor
42107,no ozone monitor
42109,no ozone monitor
42111,"COPD prevalence suppressed (PLACES, small pop.)"
42113,no ozone monitor
42115,no ozone monitor
42117,"COPD prevalence suppressed (PLACES, small pop.)"
42119,no ozone monitor
42121,no ozone monitor
42123,"COPD prevalence suppressed (PLACES, small pop.)"
42125,"COPD prevalence suppressed (PLACES, small pop.)"
42127,no ozone monitor
42129,"COPD prevalence suppressed (PLACES, small pop.)"
42131,no ozone monitor
42133,"COPD prevalence suppressed (PLACES, small pop.)"
44001,no ozone monitor
44005,no ozone monitor
45001,no ozone monitor
45005,no ozone monitor
45009,no ozone monitor
45011,no ozone monitor
45013,no ozone monitor
45017,no ozone monitor
45021,no ozone monitor
45023,no ozone monitor
45027,no ozone monitor
45029,no ozone monitor
45033,no ozone monitor
45035,no ozone monitor
45039,no ozone monitor
45041,no ozone monitor
45043,no ozone monitor
45047,no ozone monitor
45049,no ozone monitor
45053,no ozone monitor
45055,no ozone monitor
45057,no ozone monitor
45059,no ozone monitor
45061,no ozone monitor
45063,no ozone monitor
45065,no ozone monitor
45067,no ozone monitor
45069,no ozone monitor
45071,no ozone monitor
45073,no ozone monitor
45075,no ozone monitor
45077,no ozone monitor
45081,no ozone monitor
45085,no ozone monitor
45087,no ozone monitor
45089,no ozone monitor
46003,no ozone monitor
46005,no ozone monitor
46007,no ozone monitor
46009,no ozone monitor
46013,no ozone monitor
46015,no ozone monitor
46017,no ozone monitor
46019,no ozone monitor
46021,no ozone monitor
46023,no ozone monitor
46025,no ozone monitor
46031,no ozone monitor
46035,no ozone monitor
46037,no ozone monitor
46039,no ozone monitor
46041,no ozone monitor
46043,no ozone monitor
46045,no ozone monitor
46047,no ozone monitor
46049,no ozone monitor
46051,no ozone monitor
46053,no ozone monitor
46055,no ozone monitor
46057,no ozone monitor
46059,no ozone monitor
46061,no ozone monitor
46063,no ozone monitor
46065,no ozone monitor
46067,no ozone monitor
46069,no ozone monitor
46073,no ozone monitor
46075,no ozone monitor
46077,no ozone monitor
46079,no ozone monitor
46081,no ozone monitor
46083,no ozone monitor
46085,no ozone monitor
46087,no ozone monitor
46089,no ozone monitor
46091,no ozone monitor
46095,no ozone monitor
46097,no ozone monitor
46101,no ozone monitor
46102,no ozone monitor
46103,no ozone monitor
46105,no ozone monitor
46107,no ozone monitor
46109,no ozone monitor
46111,no ozone monitor
46115,no ozone monitor
46117,no ozone monitor
46119,no ozone monitor
46121,no ozone monitor
46123,no ozone monitor
46125,no ozone monitor
46127,no ozone monitor
46129,no ozone monitor
46135,no ozone monitor
46137,no ozone monitor
47003,no ozone monitor
47005,no ozone monitor
47007,no ozone monitor
47011,no ozone monitor
47013,no ozone monitor
47015,no ozone monitor
47017,no ozone monitor
47019,no ozone monitor
47021,no ozone monitor
47023,no ozone monitor
47027,no ozone monitor
47029,no ozone monitor
47031,no ozone monitor
47033,no ozone monitor
47035,no ozone monitor
47039,no ozone monitor
47043,no ozone monitor
47045,no ozone monitor
47047,no ozone monitor
47049,no ozone monitor
47051,no ozone monitor
47053,no ozone monitor
47055,no ozone monitor
47057,no ozone monitor
47059,no ozone monitor
47061,no ozone monitor
47063,no ozone monitor
47067,no ozone monitor
47069,no ozone monitor
47071,no ozone monitor
47073,no ozone monitor
47075,no ozone monitor
47077,no ozone monitor
47079,no ozone monitor
47081,no ozone monitor
47083,no ozone monitor
47085,no ozone monitor
47087,no ozone monitor
47091,no ozone monitor
47095,no ozone monitor
47097,no ozone monitor
47099,no ozone monitor
47101,no ozone monitor
47103,no ozone monitor
47107,no ozone monitor
47109,no ozone monitor
47111,no ozone monitor
47113,no ozone monitor
47115,no ozone monitor
47117,no ozone monitor
47119,no ozone monitor
47121,no ozone monitor
47123,no ozone monitor
47125,no ozone monitor
47127,no ozone monitor
47129,no ozone monitor
47131,no ozone monitor
47133,no ozone monitor
47135,no ozone monitor
47137,no ozone monitor
47139,no ozone monitor
47141,no ozone monitor
47143,no ozone monitor
47145,no ozone monitor
47147,no ozone monitor
47149,no ozone monitor
47151,no ozone monitor
47153,no ozone monitor
47159,no ozone monitor
47161,no ozone monitor
47167,no ozone monitor
47169,no ozone monitor
47171,no ozone monitor
47173,no ozone monitor
47175,no ozone monitor
47177,no ozone monitor
47179,no ozone monitor
47181,no ozone monitor
47183,no ozone monitor
47185,no ozone monitor
48001,no ozone monitor
48003,no ozone monitor
48005,no ozone monitor
48007,no ozone monitor
48009,no ozone monitor
48011,no ozone monitor
48013,no ozone monitor
48015,no ozone monitor
48017,no ozone monitor
48019,no ozone monitor
48021,no ozone monitor
48023,no ozone monitor
48025,no ozone monitor
48031,no ozone monitor
48033,no ozone monitor
48035,no ozone monitor
48037,no ozone monitor
48041,no ozone monitor
48045,no ozone monitor
48047,no ozone monitor
48049,no ozone monitor
48051,no ozone monitor
48053,no ozone monitor
48055,no ozone monitor
48057,no ozone monitor
48059,no ozone monitor
48063,no ozone monitor
48065,no ozone monitor
48067,no ozone monitor
48069,no ozone monitor
48071,no ozone monitor
48073,no ozone monitor
48075,no ozone monitor
48077,no ozone monitor
48079,no ozone monitor
48081,no ozone monitor
48083,no ozone monitor
48087,no ozone monitor
48089,no ozone monitor
48091,no ozone monitor
48093,no ozone monitor
48095,no ozone monitor
48097,no ozone monitor
48099,no ozone monitor
48101,no ozone monitor
48103,no ozone monitor
48105,no ozone monitor
48107,no ozone monitor
48109,no ozone monitor
48111,no ozone monitor
48115,no ozone monitor
48117,no ozone monitor
48119,no ozone monitor
48123,no ozone monitor
48125,no ozone monitor
48127,no ozone monitor
48129,no ozone monitor
48131,no ozone monitor
48133,no ozone monitor
48135,no ozone monitor
48137,no ozone monitor
48143,no ozone monitor
48145,no ozone monitor
48147,no ozone monitor
48149,no ozone monitor
48151,no ozone monitor
48153,no ozone monitor
48155,no ozone monitor
48157,no ozone monitor
48159,no ozone monitor
48161,no ozone monitor
48163,no ozone monitor
48165,no ozone monitor
48169,no ozone monitor
48171,no ozone monitor
48173,no ozone monitor
48175,no ozone monitor
48177,no ozone monitor
48179,no ozone monitor
48181,no ozone monitor
48185,no ozone monitor
48187,no ozone monitor
48189,no ozone monitor
48191,no ozone monitor
48193,no ozone monitor
48195,no ozone monitor
48197,no ozone monitor
48199,no ozone monitor
48205,no ozone monitor
48207,no ozone monitor
48209,no ozone monitor
48211,no ozone monitor
48213,no ozone monitor
48217,no ozone monitor
48219,no ozone monitor
48223,no ozone monitor
48225,no ozone monitor
48227,no ozone monitor
48229,no ozone monitor
48233,no ozone monitor
48235,no ozone monitor
48237,no ozone monitor
48239,no ozone monitor
48241,no ozone monitor
48243,no ozone monitor
48247,no ozone monitor
48249,no ozone monitor
48253,no ozone monitor
48255,no ozone monitor
48259,no ozone monitor
48261,no ozone monitor
48263,no ozone monitor
48265,no ozone monitor
48267,no ozone monitor
48269,no ozone monitor
48271,no ozone monitor
48273,no ozone monitor
48275,no ozone monitor
48277,no ozone monitor
48279,no ozone monitor
48281,no ozone monitor
48283,no ozone monitor
48285,no ozone monitor
48287,no ozone monitor
48289,no ozone monitor
48291,no ozone monitor
48293,no ozone monitor
48295,no ozone monitor
48297,no ozone monitor
48299,no ozone monitor
48301,no ozone monitor
48303,no ozone monitor
48305,no ozone monitor
48307,no ozone monitor
48311,no ozone monitor
48313,no ozone monitor
48315,no ozone monitor
48317,no ozone monitor
48319,no ozone monitor
48321,no ozone monitor
48323,no ozone monitor
48325,no ozone monitor
48327,no ozone monitor
48329,no ozone monitor
48331,no ozone monitor
48333,no ozone monitor
48335,no ozone monitor
48337,no ozone monitor
48341,no ozone monitor
48343,no ozone monitor
48345,no ozone monitor
48347,no ozone monitor
48351,no ozone monitor
48353,no ozone monitor
48357,no ozone monitor
48359,no ozone monitor
48363,no ozone monitor
48365,no ozone monitor
48369,no ozone monitor
48371,no ozone monitor
48375,no ozone monitor
48377,no ozone monitor
48379,no ozone monitor
48383,no ozone monitor
48385,no ozone monitor
48387,no ozone monitor
48389,no ozone monitor
48391,no ozone monitor
48393,no ozone monitor
48395,no ozone monitor
48399,no ozone monitor
48401,no ozone monitor
48403,no ozone monitor
48405,no ozone monitor
48407,no ozone monitor
48409,no ozone monitor
48411,no ozone monitor
48413,no ozone monitor
48415,no ozone monitor
48417,no ozone monitor
48419,no ozone monitor
48421,no ozone monitor
48425,no ozone monitor
48427,no ozone monitor
48429,no ozone monitor
48431,no ozone monitor
48433,no ozone monitor
48435,no ozone monitor
48437,no ozone monitor
48441,no ozone monitor
48443,no ozone monitor
48445,no ozone monitor
48447,no ozone monitor
48449,no ozone monitor
48451,no ozone monitor
48455,no ozone monitor
48457,no ozone monitor
48459,no ozone monitor
48461,no ozone monitor
48463,no ozone monitor
48465,no ozone monitor
48467,no ozone monitor
48471,no ozone monitor
48473,no ozone monitor
48475,no ozone monitor
48477,no ozone monitor
48481,no ozone monitor
48483,no ozone monitor
48485,no ozone monitor
48487,no ozone monitor
48489,no ozone monitor
48491,no ozone monitor
48493,no ozone monitor
48495,no ozone monitor
48497,no ozone monitor
48499,no ozone monitor
48501,no ozone monitor
48503,no ozone monitor
48505,no ozone monitor
48507,no ozone monitor
49001,no ozone monitor
49009,no ozone monitor
49015,no ozone monitor
49017,no ozone monitor
49023,no ozone monitor
49025,no ozone monitor
49027,no ozone monitor
49029,no ozone monitor
49031,no ozone monitor
49033,no ozone monitor
49039,no ozone monitor
49041,no ozone monitor
49043,no ozone monitor
49055,no ozone monitor
50001,no ozone monitor
50005,no ozone monitor
50009,no ozone monitor
50011,no ozone monitor
50013,no ozone monitor
50015,no ozone monitor
50017,no ozone monitor
50019,no ozone monitor
50023,no ozone monitor
50025,no ozone monitor
50027,no ozone monitor
51001,no ozone monitor
51005,no ozone monitor
51007,no ozone monitor
51009,no ozone monitor
51011,no ozone monitor
51015,no ozone monitor
51017,no ozone monitor
51019,no ozone monitor
51021,no ozone monitor
51023,no ozone monitor
51025,no ozone monitor
51027,no ozone monitor
51029,no ozone monitor
51031,no ozone monitor
51035,no ozone monitor
51037,no ozone monitor
51043,no ozone monitor
51045,no ozone monitor
51047,no ozone monitor
51049,no ozone monitor
51051,no ozone monitor
51053,no ozone monitor
51057,no ozone monitor
51063,no ozone monitor
51065,no ozone monitor
51067,no ozone monitor
51073,no ozone monitor
51075,no ozone monitor
51077,no ozone monitor
51079,no ozone monitor
51081,no ozone monitor
51083,no ozone monitor
51089,no ozone monitor
51091,no ozone monitor
51093,no ozone monitor
51095,no ozone monitor
51097,no ozone monitor
51099,no ozone monitor
51101,no ozone monitor
51103,no ozone monitor
51105,no ozone monitor
51109,no ozone monitor
51111,no ozone monitor
51115,no ozone monitor
51117,no ozone monitor
51119,no ozone monitor
51121,no ozone monitor
51125,no ozone monitor
51127,no ozone monitor
51131,no ozone monitor
51133,no ozone monitor
51135,no ozone monitor
51137,no ozone monitor
51139,no ozone monitor
51141,no ozone monitor
51143,no ozone monitor
51145,no ozone monitor
51149,no ozone monitor
51155,no ozone monitor
51157,no ozone monitor
51159,no ozone monitor
51167,no ozone monitor
51169,no ozone monitor
51171,no ozone monitor
51173,no ozone monitor
51175,no ozone monitor
51177,no ozone monitor
51181,no ozone monitor
51183,no ozone monitor
51185,no ozone monitor
51187,no ozone monitor
51191,no ozone monitor
51193,no ozone monitor
51195,no ozone monitor
51199,no ozone monitor
51510,no ozone monitor
51520,no ozone monitor
51530,no ozone monitor
51540,no ozone monitor
51550,no ozone monitor
51570,no ozone monitor
51580,no ozone monitor
51590,no ozone monitor
51595,no ozone monitor
51600,no ozone monitor
51610,no ozone monitor
51620,no ozone monitor
51630,no ozone monitor
51640,no ozone monitor
51660,no ozone monitor
51670,no ozone monitor
51678,no ozone monitor
51680,no ozone monitor
51683,no ozone monitor
51685,no ozone monitor
51690,no ozone monitor
51700,no ozone monitor
51710,no ozone monitor
51720,no ozone monitor
51730,no ozone monitor
51735,no ozone monitor
51740,no ozone monitor
51750,no ozone monitor
51760,no ozone monitor
51770,no ozone monitor
51775,no ozone monitor
51790,no ozone monitor
51810,no ozone monitor
51820,no ozone monitor
51830,no ozone monitor
51840,no ozone monitor
53001,no ozone monitor
53003,no ozone monitor
53007,no ozone monitor
53015,no ozone monitor
53017,no ozone monitor
53019,no ozone monitor
53021,no ozone monitor
53023,no ozone monitor
53025,no ozone monitor
53027,no ozone monitor
53029,no ozone monitor
53031,no ozone monitor
53035,no ozone monitor
53037,no ozone monitor
53039,no ozone monitor
53041,no ozone monitor
53043,no ozone monitor
53045,no ozone monitor
53047,no ozone monitor
53049,no ozone monitor
53051,no ozone monitor
53055,no ozone monitor
53059,no ozone monitor
53061,no ozone monitor
53065,no ozone monitor
53069,no ozone monitor
53071,no ozone monitor
53075,no ozone monitor
53077,no ozone monitor
54001,no ozone monitor
54005,no ozone monitor
54007,no ozone monitor
54009,no ozone monitor
54013,no ozone monitor
54015,no ozone monitor
54017,no ozone monitor
54019,no ozone monitor
54021,no ozone monitor
54023,no ozone monitor
54027,no ozone monitor
54031,no ozone monitor
54033,no ozone monitor
54035,no ozone monitor
54037,no ozone monitor
54041,no ozone monitor
54043,no ozone monitor
54045,no ozone monitor
54047,no ozone monitor
54049,no ozone monitor
54051,no ozone monitor
54053,no ozone monitor
54055,no ozone monitor
54057,no ozone monitor
54059,no ozone monitor
54063,no ozone monitor
54065,no ozone monitor
54067,no ozone monitor
54071,no ozone monitor
54073,no ozone monitor
54075,no ozone monitor
54077,no ozone monitor
54079,no ozone monitor
54081,no ozone monitor
54083,no ozone monitor
54085,no ozone monitor
54087,no ozone monitor
54089,no ozone monitor
54091,no ozone monitor
54095,no ozone monitor
54097,no ozone monitor
54099,no ozone monitor
54101,no ozone monitor
54103,no ozone monitor
54105,no ozone monitor
54109,no ozone monitor
55001,no ozone monitor
55005,no ozone monitor
55007,no ozone monitor
55011,no ozone monitor
55013,no ozone monitor
55015,no ozone monitor
55017,no ozone monitor
55019,no ozone monitor
55023,no ozone monitor
55031,no ozone monitor
55033,no ozone monitor
55037,no ozone monitor
55043,no ozone monitor
55045,no ozone monitor
55047,no ozone monitor
55049,no ozone monitor
55051,no ozone monitor
55053,no ozone monitor
55057,no ozone monitor
55065,no ozone monitor
55067,no ozone monitor
55069,no ozone monitor
55075,no ozone monitor
55077,no ozone monitor
55078,no ozone monitor
55081,no ozone monitor
55083,no ozone monitor
55085,no ozone monitor
55091,no ozone monitor
55093,no ozone monitor
55095,no ozone monitor
55097,no ozone monitor
55099,no ozone monitor
55103,no ozone monitor
55107,no ozone monitor
55109,no ozone monitor
55113,no ozone monitor
55115,no ozone monitor
55121,no ozone monitor
55123,no ozone monitor
55129,no ozone monitor
55131,no ozone monitor
55135,no ozone monitor
55137,no ozone monitor
55139,no ozone monitor
