term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),-4.865774439670803,0.18895925425909588,-25.750389726871926,1.6515963244074037e-102,-5.236790088622063,-4.494758790719543
ozone_c,18.738536287325836,5.397418121210315,3.471759249795514,5.49876777931501e-4,8.140872813504535,29.336199761147135
poverty_c,8.683209733983025,0.6076858552708531,14.288977863591727,1.110891283821245e-40,7.490037360204123,9.876382107761927
smoking,0.4073499912248508,0.009346433299973868,43.58346956009302,8.742937226305447e-199,0.38899855863814786,0.4257014238115538
age,0.16091469956217128,0.004571682320877446,35.198136761892684,3.6776397688808183e-155,0.1519383427823461,0.16989105634199644
ozone_c:poverty_c,64.22286141775032,113.38571072074004,0.5664105380608859,0.5713021693829907,-158.40647319622306,286.8521960317237
